issuer_name,source_file,source_effective_date,plan_year_demo,plan_group,therapeutic_category,therapeutic_subcategory,drug_name_display,tier,requirements_limits,prior_auth,step_therapy,quantity_limit,age_limit,specialty_flag,non_formulary,medical_benefit,notes
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ARRANON (nelarabine),6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"AVGEMSI SOLN 1 GM/26.3ML, 2 GM/52.6ML",6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,azacitidine SUSR,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,capecitabine,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,cladribine 10 MG/10ML,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,clofarabine,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,CLOLAR (clofarabine),6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,cytarabine SOLN,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,cytarabine SOLN 20 MG/ML,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,decitabine,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,floxuridine,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,fludarabine phosphate SOLN,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,FLUDARABINE PHOSPHATE SOLN,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,fludarabine phosphate SOLR,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,fluorouracil 500 MG/10ML,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"fluorouracil 1 GM/20ML, 2.5 GM/50ML, 5 GM/100ML",6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,FOLOTYN 40 MG/2ML (pralatrexate),6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,FOLOTYN 20 MG/ML (pralatrexate),6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,gemcitabine hcl SOLN,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,gemcitabine hcl SOLN,6,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,GEMCITABINE HCL SOLN,6,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,GEMCITABINE HCL SOLN (gemcitabine hcl),6,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,GEMCITABINE HCL SOLN (gemcitabine hcl),6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,gemcitabine hcl SOLR 1 GM,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"gemcitabine hcl SOLR 2 GM, 200 MG",6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,JYLAMVO SOLN PO,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,mercaptopurine SUSP 2000 MG/100ML,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,mercaptopurine TABS,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"methotrexate sodium SOLN 50 MG/2ML, 250 MG/10ML",1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"methotrexate sodium SOLN 1 GM/40ML, 250 MG/10ML, 1000 MG/40ML",6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,methotrexate sodium SOLN 50 MG/2ML,1B,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,methotrexate sodium SOLR,1B,SP,False,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,methotrexate sodium TABS 2.5 MG,1B,SP,False,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,nelarabine,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ONUREG TABS,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,PEMETREXED,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,PEMETREXED DISODIUM SOLN 500 MG/20ML,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"pemetrexed disodium SOLR 100 MG, 750 MG, 1000 MG",6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,pemetrexed disodium SOLR 500 MG,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,PEMETREXED DITROMETHAMINE,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,PEMFEXY,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,pralatrexate 40 MG/2ML,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,pralatrexate 20 MG/ML,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,PURIXAN SUSP 2000 MG/100ML (mercaptopurine),6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,TABLOID,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,"TREXALL TABS 5 MG, 7.5 MG, 10 MG, 15 MG",6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,VIDAZA SUSR (azacitidine),6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,XATMEP SOLN PO,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,XELODA (capecitabine),6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,AVASTIN 100 MG/4ML,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,CYRAMZA,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,FRUZAQLA,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,INLYTA,6,QL(2 EA daily); SP; PA,True,False,QL(2 EA daily),,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,LENVIMA (10 MG DAILY DOSE),6,QL(1 EA daily); PA,True,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,LENVIMA (12 MG DAILY DOSE),6,QL(3 EA daily); PA,True,False,QL(3 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,LENVIMA (14 MG DAILY DOSE),6,QL(2 EA daily); PA,True,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,LENVIMA (18 MG DAILY DOSE),6,QL(3 EA daily); PA,True,False,QL(3 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,LENVIMA (20 MG DAILY DOSE),6,QL(2 EA daily); PA,True,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,LENVIMA (24 MG DAILY DOSE),6,QL(3 EA daily); PA,True,False,QL(3 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,LENVIMA (4 MG DAILY DOSE),6,QL(1 EA daily); PA,True,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,LENVIMA (8 MG DAILY DOSE),6,QL(2 EA daily); PA,True,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,MVASI,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ZALTRAP 200 MG/8ML,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ZALTRAP 100 MG/4ML,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ZIRABEV,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ADCETRIS,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ARZERRA,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,BAVENCIO,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,BESPONSA,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,BLINCYTO,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,DARZALEX,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,EMPLICITI,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ENHERTU,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,GAZYVA,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,IMFINZI,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,KADCYLA,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,KEYTRUDA,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,LIBTAYO,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,LOQTORZI,4,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,MONJUVI,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"OPDIVO 40 MG/4ML, 100 MG/10ML, 240 MG/24ML",6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,PADCEV,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,POLIVY 140 MG,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,POTELIGEO,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,RITUXAN,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,RUXIENCE,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,SARCLISA,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,TECENTRIQ,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,TRUXIMA 500 MG/50ML,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,TRUXIMA 100 MG/10ML,4,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,UNITUXIN,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,YERVOY,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ZEVALIN Y-90,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,HERCEPTIN 150 MG,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,HERNEXEOS TABS PO 60 MG,6,,False,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,HERZUMA,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,KANJINTI,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,OGIVRI,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ONTRUZANT,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,PERJETA,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,TRAZIMERA,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,TUKYSA,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,VENCLEXTA STARTING PACK TBPK,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,VENCLEXTA TABS,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,ERBITUX,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,erlotinib hcl,6,QL(1 EA daily); SP; PA,True,False,QL(1 EA daily),,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,EXKIVITY,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,gefitinib,6,QL(2 EA daily); PA,True,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,GILOTRIF,6,QL(1 EA daily); PA,True,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,IRESSA (gefitinib),6,QL(2 EA daily); PA,True,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,LAZCLUZE,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,right,,,PORTRAZZA,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,TAGRISSO 80 MG,6,QL(1 EA daily); PA,True,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,TAGRISSO 40 MG,6,QL(2 EA daily); PA,True,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,TARCEVA (erlotinib hcl),6,QL(1 EA daily); SP; PA,True,False,QL(1 EA daily),,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,VECTIBIX 100 MG/5ML,6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,VECTIBIX 400 MG/20ML,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,VIZIMPRO,6,QL(1 EA daily); PA,True,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,DAURISMO,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ERIVEDGE,6,QL(1 EA daily); SP; PA,True,False,QL(1 EA daily),,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ODOMZO,6,QL(1 EA daily); PA,True,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,abiraterone acetate 500 MG,6,QL(2 EA daily); PA,True,False,QL(2 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,abiraterone acetate 250 MG,6,QL(4 EA daily); SP; PA,True,False,QL(4 EA daily),,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,AKEEGA,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,anastrozole,1B,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ARIMIDEX (anastrozole),6,QL(1 EA daily),False,False,QL(1 EA daily),,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,AROMASIN (exemestane),6,QL(1 EA daily); SP,False,False,QL(1 EA daily),,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,bicalutamide,6,QL(1 EA daily); SP,False,False,QL(1 EA daily),,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,CAMCEVI,6,PA,True,False,,,False,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,CASODEX (bicalutamide),6,QL(1 EA daily); SP,False,False,QL(1 EA daily),,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,"ELIGARD SC 22.5 MG, 30 MG, 45 MG",6,SP; PA,True,False,,,True,False,False,
Ambetter from Arizona Complete Health,2026-az-formulary.pdf,2026-01-01,2026,left,,,ELIGARD KIT SC 7.5 MG,6,QL(0.0089 EA daily); SP; PA,True,False,QL(0.0089 EA daily),,True,False,False,
